PVMonth,PVDay,PVHour,TotalkWh,AvgkWh,MaxkWh,MinkWh,ProdkWh62032213_2019,ProdkWh62032213_2020,ProdkWh62032213_2021,ProdkWh62032213_2022,ProdkWh84071567_2019,ProdkWh84071567_2020,ProdkWh84071567_2021,ProdkWh84071567_2022,ProdkWh84071569_2019,ProdkWh84071569_2020,ProdkWh84071569_2021,ProdkWh84071569_2022,ProdkWh84071570_2019,ProdkWh84071570_2020,ProdkWh84071570_2021,ProdkWh84071570_2022
4,2,13,180.29,11.27,16.37,3.59,15.17,9.38,3.59,16.37,13.4,13.3,4.5,13.79,9.38,11.58,8.27,12.96,13.8,13.95,6.75,14.1
4,2,14,192.97,12.06,16.37,3.19,14.97,10.58,3.19,16.37,13.21,13.01,14.28,14.48,13.51,12.41,9.65,11.86,13.8,12.0,5.25,14.4
4,2,15,182.72,11.42,16.37,4.19,14.17,10.78,4.19,16.37,4.5,14.38,14.58,11.84,13.79,10.75,11.86,11.86,13.05,10.65,9.0,10.95
4,2,16,175.38,10.96,14.57,7.79,9.98,9.98,7.79,14.57,8.22,14.48,12.62,10.57,11.86,8.0,11.03,11.58,10.65,11.85,12.3,9.9
4,2,17,140.56,8.79,12.52,5.85,9.38,7.59,10.98,11.98,6.95,12.52,11.15,10.08,8.0,7.44,6.34,9.65,7.5,8.25,5.85,6.9
4,2,18,88.53,5.53,9.59,0.9,7.79,1.8,5.59,8.19,8.71,9.59,5.77,6.36,5.79,5.79,4.14,5.51,0.9,5.4,3.3,3.9
4,2,19,37.13,2.32,4.01,0.88,3.59,1.2,1.0,3.79,3.52,4.01,0.88,2.05,3.03,3.58,1.93,1.65,1.35,1.8,1.95,1.8
4,2,20,6.0,0.38,0.6,0.0,0.6,0.4,0.0,0.4,0.39,0.39,0.2,0.49,0.55,0.55,0.55,0.28,0.3,0.3,0.15,0.45
4,3,8,3.14,0.2,0.45,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.28,0.0,0.28,0.28,0.15,0.3,0.3,0.45
4,3,9,29.04,1.81,3.45,0.49,1.4,2.8,2.6,2.99,0.98,0.49,0.78,0.59,1.38,1.38,1.65,1.65,2.1,3.45,1.65,3.15
4,3,10,80.33,5.02,7.79,1.57,6.99,7.39,6.39,7.79,2.35,4.11,1.57,4.11,4.69,4.41,4.69,4.69,4.5,7.5,1.8,7.35
4,3,11,132.34,8.27,11.98,2.7,10.58,11.18,10.78,11.98,4.11,8.8,3.72,9.0,8.55,7.72,8.55,8.27,4.35,10.8,2.7,11.25
4,3,12,163.25,10.2,14.77,3.75,12.78,13.78,13.18,14.77,4.5,12.03,5.48,12.23,11.86,10.75,8.27,8.82,3.75,12.9,4.65,13.5
4,3,13,188.66,11.79,16.17,5.18,9.98,14.77,15.17,16.17,5.18,13.89,11.25,14.28,13.51,12.41,10.2,10.75,6.6,14.1,6.0,14.4
4,3,14,197.61,12.35,16.37,5.55,13.58,11.18,15.57,16.37,7.63,14.58,9.78,15.36,14.06,13.51,9.93,12.41,5.55,13.95,9.45,14.7
4,3,15,198.36,12.4,16.57,6.15,14.17,14.57,14.77,16.57,6.46,14.58,8.71,15.46,13.79,13.79,12.41,12.13,7.65,13.35,6.15,13.8
4,3,16,181.61,11.35,14.77,6.3,14.77,10.58,13.38,13.78,8.8,14.09,10.37,14.48,12.68,12.41,11.03,7.44,7.5,11.85,6.3,12.15
4,3,17,159.33,9.96,12.72,7.17,10.18,10.18,10.78,10.78,8.8,12.52,10.27,12.72,10.75,10.48,8.55,7.17,8.85,9.15,8.85,9.3
4,3,18,104.75,6.55,9.2,2.8,7.59,2.8,7.19,8.39,8.9,9.2,5.18,8.61,7.44,7.17,5.24,4.69,6.0,5.25,5.55,5.55
4,3,19,44.24,2.76,4.3,1.65,3.79,3.79,3.19,3.79,2.64,3.23,1.66,4.3,3.31,3.03,1.93,1.93,2.1,1.65,2.1,1.8
4,3,20,5.85,0.37,0.6,0.2,0.4,0.6,0.4,0.2,0.29,0.39,0.39,0.29,0.28,0.55,0.28,0.28,0.3,0.3,0.45,0.45
4,4,8,3.42,0.21,0.3,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.28,0.28,0.28,0.28,0.3,0.15,0.3,0.15
4,4,9,31.83,1.99,3.3,0.49,2.99,3.19,3.19,2.99,0.68,0.78,1.27,0.49,1.65,1.1,1.65,1.65,3.3,1.05,2.55,3.3
4,4,10,79.71,4.98,7.99,0.83,7.59,5.39,7.79,7.99,4.01,2.25,3.82,4.11,4.96,0.83,4.69,3.03,7.2,2.4,6.45,7.2
4,4,11,117.78,7.36,12.18,1.93,7.59,4.79,11.98,12.18,9.0,3.62,7.83,5.48,8.82,1.93,8.0,3.86,10.95,3.45,10.05,8.25
4,4,12,149.38,9.34,14.97,3.86,9.98,6.19,14.57,14.97,9.1,3.91,10.86,11.64,11.86,4.14,10.2,3.86,9.75,4.35,12.45,11.55
4,4,13,172.97,10.81,16.37,2.48,11.58,12.18,16.37,16.37,10.17,6.46,12.91,13.6,13.51,4.96,11.58,2.48,7.8,5.85,13.65,13.5
4,4,14,177.41,11.09,16.57,3.31,11.58,5.19,16.57,15.37,10.37,6.16,13.4,14.87,14.34,5.24,12.41,3.31,14.1,5.7,13.95,14.85
4,4,15,167.25,10.45,16.17,2.76,4.19,6.39,16.17,14.37,12.03,6.95,13.79,14.58,14.34,8.27,11.86,2.76,8.7,6.75,13.5,12.6
4,4,16,138.0,8.62,14.57,1.93,4.99,5.99,14.57,12.38,3.42,6.16,13.5,11.25,12.96,6.62,10.48,1.93,5.1,6.75,11.85,10.05
4,4,17,100.7,6.29,11.98,1.65,2.8,3.79,11.98,8.78,4.5,2.84,11.74,7.83,11.03,4.69,7.17,1.65,3.75,2.4,9.15,6.6
4,4,18,69.76,4.36,8.71,1.1,2.0,2.8,8.19,4.99,2.15,4.21,8.71,5.87,7.72,3.03,4.14,1.1,2.55,2.55,5.4,4.35
4,4,19,30.89,1.93,4.19,0.4,0.4,0.8,4.19,2.6,0.78,2.25,4.01,2.25,3.58,1.38,1.65,0.55,0.75,1.65,2.25,1.8
4,4,20,5.69,0.36,0.6,0.0,0.2,0.4,0.4,0.6,0.29,0.49,0.39,0.49,0.55,0.28,0.55,0.0,0.15,0.15,0.45,0.3
4,5,8,2.27,0.14,0.4,0.0,0.0,0.0,0.2,0.4,0.29,0.1,0.2,0.2,0.28,0.0,0.0,0.0,0.15,0.15,0.15,0.15
4,5,9,19.63,1.23,3.19,0.0,0.0,0.8,3.19,1.4,0.98,0.68,0.68,1.37,1.65,1.1,0.83,1.1,2.7,0.3,1.65,1.2
4,5,10,54.54,3.41,7.79,0.75,2.8,1.6,7.79,4.39,4.6,0.88,4.21,2.74,4.41,2.21,3.58,3.03,4.5,0.75,5.1,1.95
4,5,11,100.25,6.27,11.78,1.93,3.19,2.6,11.78,9.98,8.12,2.84,8.71,4.79,8.27,1.93,6.07,6.62,10.35,3.75,8.25,3.0
4,5,12,138.56,8.66,14.57,2.35,8.78,10.58,14.57,10.58,10.57,2.35,11.74,5.97,11.58,2.76,9.93,10.2,11.85,3.0,11.7,2.4
4,5,13,129.71,8.11,15.97,2.54,7.79,2.6,15.97,11.58,8.32,2.54,13.7,4.4,13.51,4.14,7.72,5.79,10.2,4.35,14.4,2.7
4,5,14,132.7,8.29,16.17,2.2,9.18,2.2,16.17,14.57,7.73,2.74,14.18,4.11,10.48,3.31,12.13,8.0,5.85,4.35,14.25,3.45
4,5,15,122.64,7.66,15.57,1.27,5.19,1.4,15.57,10.38,5.97,1.27,13.89,2.84,11.03,3.58,11.86,11.31,9.6,1.8,13.8,3.15
4,5,16,113.97,7.12,13.58,1.2,3.79,1.2,13.58,8.78,10.86,2.15,11.35,2.74,7.72,3.31,10.48,11.31,9.0,2.4,11.85,3.45
4,5,17,98.15,6.13,11.84,0.4,4.39,0.4,11.38,9.18,7.92,3.52,11.84,2.05,8.82,2.48,8.27,8.55,6.0,2.7,9.3,1.35
4,5,18,68.36,4.27,8.71,0.6,0.8,0.6,7.79,5.79,5.48,2.84,8.71,2.54,6.62,2.21,5.24,5.79,4.95,2.1,5.55,1.35
4,5,19,29.41,1.84,3.82,0.6,2.0,0.6,3.59,2.2,1.47,1.08,3.82,0.78,1.93,1.1,2.21,2.48,1.65,0.75,1.95,1.8
4,5,20,5.51,0.34,0.83,0.0,0.2,0.2,0.6,0.4,0.39,0.29,0.49,0.2,0.83,0.28,0.28,0.0,0.45,0.3,0.45,0.15
4,6,8,3.37,0.21,0.45,0.0,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.28,0.28,0.28,0.28,0.0,0.15,0.45,0.15
4,6,9,24.0,1.5,3.3,0.39,0.8,0.6,2.99,1.6,0.78,0.39,0.88,0.68,1.65,1.65,1.65,1.93,1.2,0.75,3.3,3.15
4,6,10,63.63,3.98,7.59,1.4,1.4,1.4,7.59,4.39,4.3,1.47,4.21,4.11,3.03,2.48,4.14,4.41,4.5,1.65,7.5,7.05
4,6,11,112.35,7.02,11.18,0.6,1.0,0.6,11.18,10.38,7.92,3.13,8.41,8.71,7.44,3.86,8.27,9.65,7.5,2.7,11.1,10.5
4,6,12,146.69,9.17,14.17,1.2,1.2,1.6,13.38,14.17,11.54,2.35,11.64,12.13,9.93,7.44,10.48,12.13,11.55,2.25,12.45,12.45
4,6,13,158.27,9.89,15.37,1.0,9.38,1.0,15.37,14.97,11.05,2.05,11.93,13.4,8.82,9.38,10.48,13.24,8.55,2.4,12.6,13.65
4,6,14,181.2,11.32,15.77,2.99,11.78,2.99,15.77,15.77,13.01,4.4,10.57,14.58,11.03,12.13,11.31,14.06,14.1,3.3,12.9,13.5
4,6,15,160.54,10.03,15.36,0.9,4.59,3.79,15.17,15.17,11.64,2.25,8.22,15.36,9.1,13.51,11.03,13.51,10.8,0.9,12.45,13.05
4,6,16,144.44,9.03,14.58,0.45,5.59,3.99,13.78,13.78,9.59,1.17,10.08,14.58,7.44,12.96,7.72,12.41,9.0,0.45,10.35,11.55
4,6,17,130.03,8.13,12.42,0.75,6.79,7.19,11.18,10.58,8.9,0.98,12.42,12.33,6.34,10.75,6.34,9.38,8.1,0.75,9.3,8.7
4,6,18,67.21,4.2,7.99,0.68,1.6,4.19,7.99,3.59,2.93,0.68,6.46,3.91,7.72,7.17,3.31,5.51,4.35,0.75,1.65,5.4
4,6,19,33.64,2.1,4.01,0.0,1.8,2.4,3.79,3.79,1.08,0.49,4.01,1.17,3.03,2.76,2.76,2.21,2.1,0.45,0.0,1.8
4,6,20,4.77,0.3,0.6,0.0,0.2,0.4,0.4,0.6,0.39,0.1,0.49,0.2,0.55,0.28,0.28,0.28,0.45,0.0,0.0,0.15
4,7,8,3.1,0.19,0.6,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.29,0.2,0.0,0.0,0.28,0.28,0.15,0.15,0.6,0.15
4,7,9,22.99,1.44,3.39,0.28,1.2,3.39,3.19,1.2,0.88,0.59,1.17,0.88,1.38,0.28,1.65,1.93,1.05,0.6,3.0,0.6
4,7,10,59.4,3.71,7.79,1.1,2.6,7.39,7.79,2.99,1.66,3.13,4.4,2.15,3.31,1.1,5.24,5.79,1.8,1.35,7.05,1.65
4,7,11,92.1,5.76,11.98,1.38,3.39,11.18,11.98,3.19,2.64,2.84,8.22,3.42,4.96,1.38,8.55,9.65,3.0,4.5,10.65,2.55
4,7,12,109.76,6.86,14.97,0.83,3.59,12.18,14.97,5.39,4.01,3.91,10.86,4.5,5.24,0.83,9.65,12.13,3.6,2.25,12.9,3.75
4,7,13,122.06,7.63,16.17,1.38,3.59,12.78,16.17,6.59,4.79,6.65,11.64,4.89,3.31,1.38,11.58,13.79,3.0,4.8,11.85,5.25
4,7,14,134.05,8.38,16.37,2.21,2.99,10.38,16.37,7.39,5.58,10.86,12.82,5.87,3.03,2.21,11.86,13.79,3.9,9.9,12.9,4.2
4,7,15,145.24,9.08,15.77,2.8,2.8,10.78,15.77,6.99,8.22,13.6,13.6,5.18,5.24,4.14,12.13,13.79,6.9,9.15,12.75,4.2
4,7,16,131.39,8.21,13.98,2.0,2.0,8.98,13.98,8.19,6.55,8.9,13.11,5.18,8.55,7.72,10.75,12.13,5.1,6.6,10.35,3.3
4,7,17,104.79,6.55,12.33,1.0,1.0,5.39,10.98,3.39,4.11,6.95,12.33,6.36,7.44,5.24,8.82,9.38,3.75,6.3,9.45,3.9
4,7,18,78.31,4.89,9.39,0.6,0.6,8.39,7.39,4.39,2.64,5.77,9.39,3.72,6.34,2.48,5.51,5.79,2.85,4.2,5.85,3.0
4,7,19,34.99,2.19,4.3,0.2,0.2,3.39,3.39,1.6,0.98,4.3,4.21,1.66,2.21,2.76,1.93,2.21,0.9,1.95,2.1,1.2
4,7,20,6.6,0.41,0.83,0.0,0.0,0.4,0.6,0.2,0.49,0.49,0.49,0.49,0.83,0.28,0.55,0.28,0.3,0.45,0.45,0.3
4,8,8,3.02,0.19,0.55,0.0,0.2,0.4,0.2,0.0,0.2,0.1,0.29,0.2,0.0,0.55,0.0,0.28,0.0,0.15,0.3,0.15
4,8,9,19.73,1.23,3.0,0.0,1.8,2.8,1.6,0.4,0.68,0.59,1.08,0.78,1.65,1.65,0.55,1.65,0.0,0.9,3.0,0.6
4,8,10,57.1,3.57,6.59,0.0,5.19,6.59,6.59,1.8,4.7,0.98,3.82,3.82,2.76,3.03,1.1,6.07,0.0,1.5,4.5,4.65
4,8,11,94.64,5.92,10.98,0.0,10.18,10.38,10.98,1.4,7.92,2.25,5.77,6.07,4.41,3.31,1.1,8.82,0.0,3.75,10.05,8.25
4,8,12,111.54,6.97,13.58,0.0,6.39,13.58,11.78,1.6,9.0,3.13,7.73,6.16,8.0,6.34,1.1,12.13,0.0,4.8,12.45,7.35
4,8,13,120.8,7.55,14.77,0.0,6.39,12.18,14.77,2.2,10.27,3.23,7.04,8.71,6.62,6.07,2.21,13.51,0.0,4.8,13.5,9.3
4,8,14,132.3,8.27,14.77,0.0,2.99,13.18,14.77,3.39,5.58,4.7,12.52,9.2,6.89,10.2,4.14,13.24,0.0,6.6,14.25,10.65
4,8,15,122.58,7.66,12.78,0.0,7.79,12.38,12.78,2.99,9.88,1.96,11.35,6.46,9.1,7.44,6.89,12.41,0.0,3.3,12.15,5.7
4,8,16,116.39,7.27,13.21,0.0,7.99,6.79,12.98,4.59,11.64,3.52,13.21,5.97,11.58,3.86,2.76,10.2,0.0,3.45,11.25,6.6
4,8,17,87.45,5.47,11.58,0.0,5.39,5.99,7.99,2.6,7.34,3.72,9.39,4.89,11.58,4.96,2.21,7.44,0.0,3.75,7.35,2.85
4,8,18,63.27,3.95,9.2,0.0,4.39,2.99,7.59,0.8,9.2,3.13,5.09,3.33,7.72,4.69,1.65,4.14,0.0,2.85,3.9,1.8
4,8,19,27.55,1.72,3.52,0.0,1.6,0.4,2.6,0.2,3.52,1.27,2.15,2.54,2.48,2.48,1.65,2.76,0.0,1.05,1.65,1.2
4,8,20,5.79,0.36,0.6,0.0,0.2,0.2,0.6,0.0,0.39,0.29,0.49,0.49,0.55,0.55,0.55,0.28,0.0,0.3,0.45,0.45
4,9,8,1.78,0.11,0.45,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.1,0.1,0.28,0.0,0.28,0.28,0.0,0.0,0.45,0.0
4,9,9,14.68,0.92,3.3,0.0,0.2,0.4,0.4,0.4,0.98,0.49,1.57,1.08,1.38,1.1,0.55,1.93,0.0,0.15,3.3,0.75
4,9,10,40.08,2.5,6.75,0.0,2.8,1.2,1.8,1.4,3.72,1.08,2.74,1.66,5.24,1.1,1.65,5.79,0.0,0.75,6.75,2.4
4,9,11,78.58,4.91,12.0,0.0,7.79,2.99,2.4,3.39,6.65,2.45,7.14,3.03,9.38,3.03,3.03,10.2,0.0,1.2,12.0,3.9
4,9,12,106.39,6.65,12.98,0.0,12.98,3.79,9.98,3.39,11.05,4.6,9.78,5.18,5.24,3.86,3.86,12.13,0.0,1.95,8.85,9.75
4,9,13,131.83,8.24,13.58,0.0,13.58,2.99,13.58,9.98,12.13,7.43,8.02,7.83,10.75,5.51,7.44,13.24,0.0,3.75,5.85,9.75
4,9,14,135.01,8.44,14.37,0.0,9.58,2.0,14.37,8.19,11.93,5.48,11.84,9.68,13.24,8.27,5.79,13.79,0.0,2.4,9.45,9.0
4,9,15,134.17,8.39,13.79,0.0,9.98,2.0,10.18,9.18,11.64,4.99,11.15,13.79,8.0,11.58,4.14,13.24,0.0,2.7,12.3,9.3
4,9,16,118.71,7.42,13.89,0.0,5.79,3.19,2.6,7.79,11.05,4.5,13.89,5.97,10.75,10.48,7.72,11.58,0.0,4.8,12.45,6.15
4,9,17,103.76,6.48,11.64,0.0,5.99,1.8,0.8,8.98,9.59,6.65,11.64,4.01,10.2,8.55,8.0,9.1,0.0,5.1,9.15,4.2
4,9,18,66.27,4.14,9.39,0.0,2.2,1.4,1.0,7.19,4.79,5.67,9.39,1.96,4.41,3.03,5.79,5.79,0.0,4.05,5.55,4.05
4,9,19,29.73,1.86,4.3,0.0,1.0,1.0,0.6,3.39,2.84,1.76,4.3,0.78,3.31,1.38,2.21,2.21,0.0,1.5,2.1,1.35
4,9,20,5.92,0.37,0.8,0.0,0.4,0.0,0.0,0.8,0.49,0.39,0.39,0.29,0.28,0.28,0.55,0.55,0.0,0.45,0.45,0.6
4,10,8,3.5,0.22,0.45,0.0,0.0,0.2,0.4,0.4,0.39,0.29,0.0,0.1,0.28,0.28,0.28,0.28,0.0,0.45,0.0,0.15
4,10,9,20.88,1.3,3.45,0.0,0.4,0.6,2.0,2.4,1.66,1.08,0.29,0.88,1.93,0.83,1.93,1.93,0.0,3.45,0.15,1.35
4,10,10,53.37,3.34,7.2,0.0,1.2,1.6,2.8,5.79,3.13,4.5,3.42,1.96,4.69,2.21,4.41,3.86,0.0,7.2,2.85,3.75
4,10,11,100.11,6.26,10.98,0.0,3.79,2.0,4.79,10.98,5.58,8.41,6.85,4.7,7.44,2.76,6.07,6.89,0.0,10.2,10.05,9.6
4,10,12,139.51,8.72,13.58,0.0,7.19,5.19,3.99,13.58,9.68,10.47,7.83,9.49,9.1,9.93,9.38,9.93,0.0,13.05,7.95,12.75
4,10,13,164.3,10.27,14.77,0.0,9.78,6.59,7.79,14.77,7.73,9.88,8.41,14.48,11.03,10.75,12.41,12.13,0.0,14.1,10.2,14.25
4,10,14,174.78,10.92,15.97,0.0,9.58,6.79,12.78,15.97,10.17,7.24,8.02,15.36,8.0,13.79,13.24,13.79,0.0,14.25,11.4,14.4
4,10,15,164.63,10.29,15.37,0.0,11.98,2.6,8.78,15.37,7.63,12.42,6.26,14.67,10.75,13.51,10.2,12.96,0.0,12.75,10.8,13.95
4,10,16,150.0,9.38,14.48,0.0,8.58,6.59,2.99,13.58,13.6,5.77,5.28,14.48,11.31,12.96,11.03,11.58,0.0,11.4,9.15,11.7
4,10,17,126.29,7.89,12.82,0.0,8.98,4.19,0.8,10.38,12.82,12.82,3.91,12.82,9.1,10.2,8.82,9.1,0.0,9.0,4.2,9.15
4,10,18,83.78,5.24,10.96,0.0,5.79,2.99,2.2,6.19,10.96,9.59,4.5,6.65,4.41,6.62,4.69,5.24,0.0,4.2,4.65,5.1
4,10,19,33.75,2.11,4.79,0.0,3.59,1.2,0.4,3.59,4.79,3.82,1.17,1.57,2.48,3.03,1.38,1.93,0.0,1.8,1.65,1.35
4,10,20,7.0,0.44,0.8,0.0,0.6,0.0,0.2,0.8,0.49,0.49,0.68,0.49,0.55,0.55,0.55,0.55,0.0,0.45,0.3,0.3
4,11,8,4.48,0.28,1.1,0.0,0.2,0.2,0.2,0.0,0.2,0.29,0.2,0.2,0.28,0.28,0.28,1.1,0.0,0.3,0.45,0.3
4,11,9,22.91,1.43,3.45,0.0,3.39,0.8,0.4,0.2,0.68,1.47,1.47,0.68,1.93,1.93,1.93,0.83,0.0,1.8,3.45,1.95
4,11,10,56.28,3.52,7.19,0.0,7.19,2.2,1.6,0.4,4.7,2.25,2.35,3.72,5.51,3.31,6.89,2.21,0.0,2.55,6.6,4.8
4,11,11,95.24,5.95,10.58,0.0,10.58,4.59,6.79,1.0,9.78,8.41,7.53,4.5,9.1,5.51,5.51,4.69,0.0,7.05,6.6,3.6
4,11,12,140.94,8.81,13.78,0.0,13.78,6.19,9.18,2.99,10.57,11.05,11.54,10.57,11.58,8.0,6.62,8.27,0.0,11.4,8.55,10.65
4,11,13,157.89,9.87,13.6,0.0,10.98,12.18,8.78,6.79,13.21,13.6,9.68,13.6,13.51,8.0,8.82,4.69,0.0,13.2,8.4,12.45
4,11,14,164.05,10.25,14.06,0.0,13.98,13.38,10.38,4.59,10.86,10.08,13.01,11.93,14.06,8.82,9.38,9.38,0.0,13.8,10.35,10.05
4,11,15,168.51,10.53,14.34,0.0,9.38,9.18,13.98,7.99,9.88,13.7,13.6,10.96,14.34,8.82,13.24,7.44,0.0,12.3,10.95,12.75
4,11,16,146.87,9.18,13.6,0.0,11.58,7.19,12.58,4.19,11.35,12.03,13.6,9.98,11.31,11.86,8.82,3.58,0.0,9.15,9.15,10.5
4,11,17,125.07,7.82,12.33,0.0,8.19,7.79,10.18,3.59,7.92,8.71,12.33,7.63,10.2,8.55,9.1,3.58,0.0,9.0,8.7,9.6
4,11,18,83.46,5.22,9.39,0.0,4.79,3.59,5.19,1.2,6.95,9.39,9.0,3.82,7.44,7.17,5.79,2.48,0.0,5.4,6.0,5.25
4,11,19,38.75,2.42,5.28,0.0,2.0,2.2,1.4,2.6,5.28,3.91,4.11,2.05,2.76,3.03,1.93,1.93,0.0,1.95,2.1,1.5
4,11,20,9.57,0.6,1.2,0.0,0.6,0.6,1.0,1.2,0.68,0.39,0.59,0.68,0.55,0.83,0.55,0.55,0.0,0.45,0.45,0.45
4,11,21,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,8,4.78,0.3,0.83,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.49,0.0,0.28,0.28,0.55,0.83,0.0,0.45,0.75,0.15
4,12,9,30.86,1.93,3.59,0.0,3.39,0.0,3.59,2.2,0.68,1.37,1.76,1.37,1.93,2.21,2.48,1.93,0.0,2.1,2.7,3.15
4,12,10,72.64,4.54,8.19,0.0,7.99,0.2,8.19,4.59,4.79,3.52,3.52,4.89,4.96,3.31,4.14,6.34,0.0,6.75,3.9,5.55
4,12,11,106.51,6.66,11.58,0.0,11.58,1.0,10.98,7.19,9.2,8.61,5.09,6.55,9.1,4.96,6.62,3.58,0.0,10.35,6.45,5.25
4,12,12,143.34,8.96,13.78,0.0,13.78,3.39,10.58,8.58,12.13,8.22,5.97,11.25,11.86,9.65,9.65,9.93,0.0,13.05,5.85,9.45
4,12,13,149.48,9.34,14.97,0.0,11.98,9.18,14.97,9.18,14.09,7.34,4.5,11.64,13.51,8.0,6.34,9.65,0.0,13.95,5.1,10.05
4,12,14,159.46,9.97,15.77,0.0,15.77,8.98,13.38,7.59,14.58,8.9,8.61,13.11,14.89,9.1,10.2,8.55,0.0,10.95,9.0,5.85
4,12,15,161.19,10.07,15.37,0.0,15.37,6.59,8.19,10.18,14.58,13.01,10.08,10.96,14.61,6.34,12.96,7.72,0.0,8.7,9.75,12.15
4,12,16,150.14,9.38,14.87,0.0,13.98,6.59,3.59,10.38,13.5,11.05,8.9,14.87,13.51,8.0,11.58,6.89,0.0,8.85,8.1,10.35
4,12,17,104.78,6.55,11.45,0.0,4.99,4.19,2.99,2.6,11.45,11.15,3.72,11.45,11.03,6.34,9.38,5.24,0.0,7.95,4.35,7.95
4,12,18,81.77,5.11,9.68,0.0,7.19,3.99,2.8,3.19,9.68,8.22,2.74,8.32,7.72,6.89,6.07,2.21,0.0,5.25,2.4,5.1
4,12,19,38.12,2.38,4.89,0.0,3.79,0.4,1.4,2.0,4.89,3.33,1.08,4.4,3.86,3.03,2.48,2.21,0.0,2.1,1.35,1.8
4,12,20,7.09,0.44,1.0,0.0,0.4,1.0,0.0,0.8,0.59,0.39,0.29,0.49,0.55,0.55,0.28,0.55,0.0,0.45,0.3,0.45
4,13,8,4.96,0.31,0.68,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.68,0.55,0.55,0.55,0.28,0.0,0.6,0.15,0.6
4,13,9,23.74,1.48,3.75,0.0,1.4,0.8,0.2,2.0,1.76,1.17,0.39,1.57,1.93,1.38,2.48,2.21,0.0,2.1,0.6,3.75
4,13,10,53.38,3.34,8.1,0.0,3.39,3.39,1.6,5.39,2.84,1.76,0.59,5.09,5.24,1.93,6.07,4.69,0.0,2.55,0.75,8.1
4,13,11,81.12,5.07,10.65,0.0,6.99,3.39,3.59,5.59,4.4,2.64,3.23,3.91,8.82,4.69,9.38,6.34,0.0,3.15,4.35,10.65
4,13,12,100.02,6.25,11.86,0.0,10.58,3.19,5.19,4.59,4.6,3.42,4.4,6.75,11.58,8.27,11.86,7.44,0.0,3.6,4.8,9.75
4,13,13,130.64,8.16,13.79,0.0,10.38,8.39,5.99,7.39,7.14,6.55,4.99,7.04,13.79,12.41,12.68,13.79,0.0,5.1,6.45,8.55
4,13,14,135.9,8.49,14.61,0.0,6.59,7.79,5.79,7.19,5.97,11.84,8.12,8.02,14.61,13.79,12.96,11.03,0.0,6.15,7.5,8.55
4,13,15,137.12,8.57,14.61,0.0,8.19,6.59,2.99,12.18,5.67,9.29,10.37,8.61,14.61,14.34,12.13,8.0,0.0,9.0,7.8,7.35
4,13,16,130.34,8.15,13.51,0.0,6.39,3.19,2.4,12.18,5.28,7.53,12.33,12.72,13.24,13.51,11.03,7.44,0.0,7.5,5.55,10.05
4,13,17,110.6,6.91,12.82,0.0,3.39,4.79,2.2,7.99,4.3,8.9,10.57,12.82,11.03,9.1,8.55,5.51,0.0,5.85,6.9,8.7
4,13,18,81.3,5.08,9.88,0.0,3.39,1.8,2.0,3.79,7.53,8.51,5.38,9.88,7.72,6.07,4.69,5.24,0.0,4.8,5.4,5.1
4,13,19,38.53,2.41,4.99,0.0,1.2,1.6,0.8,2.0,2.35,4.5,2.74,4.99,3.58,3.31,1.93,2.48,0.0,3.0,2.1,1.95
4,13,20,8.13,0.51,0.9,0.0,0.0,0.8,0.2,0.6,0.59,0.49,0.68,0.49,0.83,0.55,0.55,0.55,0.0,0.9,0.45,0.45
4,14,8,3.54,0.22,0.6,0.0,0.0,0.2,0.4,0.2,0.1,0.1,0.2,0.2,0.28,0.28,0.28,0.55,0.0,0.15,0.0,0.6
4,14,9,22.37,1.4,3.75,0.0,0.2,1.6,3.39,1.0,0.88,0.49,1.17,0.78,2.48,1.65,1.65,1.38,0.0,1.2,0.75,3.75
4,14,10,62.29,3.89,8.39,0.0,0.6,3.39,8.39,5.99,1.96,2.15,2.45,4.89,5.24,4.96,3.03,6.34,0.0,3.75,1.5,7.65
4,14,11,100.01,6.25,11.58,0.0,2.0,7.99,11.58,11.58,3.82,5.87,2.25,9.1,8.55,4.96,2.76,10.2,0.0,5.55,3.15,10.65
4,14,12,144.36,9.02,13.78,0.0,3.39,12.18,13.58,13.78,5.58,10.76,6.26,12.23,11.58,7.72,5.79,12.41,0.0,11.4,5.1,12.6
4,14,13,158.16,9.88,15.37,0.0,7.19,15.17,15.37,13.38,4.5,12.03,4.4,14.18,13.24,2.76,10.48,13.51,0.0,15.0,3.45,13.5
4,14,14,154.27,9.64,15.97,0.0,8.98,12.38,15.97,9.78,7.43,11.45,4.3,14.87,12.96,6.34,6.62,13.79,0.0,12.0,3.75,13.65
