PVMonth,PVDay,PVHour,TotalkWh,AvgkWh,MaxkWh,MinkWh,ProdkWh62032213_2019,ProdkWh62032213_2020,ProdkWh62032213_2021,ProdkWh62032213_2022,ProdkWh84071567_2019,ProdkWh84071567_2020,ProdkWh84071567_2021,ProdkWh84071567_2022,ProdkWh84071569_2019,ProdkWh84071569_2020,ProdkWh84071569_2021,ProdkWh84071569_2022,ProdkWh84071570_2019,ProdkWh84071570_2020,ProdkWh84071570_2021,ProdkWh84071570_2022
4,14,15,152.91,9.56,15.57,0.0,9.58,15.57,10.58,10.98,9.59,10.76,3.82,14.87,12.96,8.55,4.69,13.51,0.0,10.65,4.05,12.75
4,14,16,131.25,8.2,14.37,0.0,5.19,14.37,8.39,12.78,9.39,8.51,3.52,13.89,11.31,12.13,2.21,11.86,0.0,4.8,1.8,11.1
4,14,17,108.23,6.76,12.33,0.0,8.98,11.58,8.39,11.38,11.05,2.15,1.17,12.33,8.82,9.65,1.38,9.65,0.0,1.95,1.2,8.55
4,14,18,68.93,4.31,9.68,0.0,5.99,7.39,5.19,8.19,6.55,0.88,1.27,9.68,4.41,3.86,1.93,5.79,0.0,1.35,1.2,5.25
4,14,19,29.04,1.81,4.79,0.0,1.8,2.2,1.6,4.39,3.03,0.59,0.88,4.79,1.65,1.65,1.1,2.21,0.0,0.75,0.45,1.95
4,14,20,6.18,0.39,1.0,0.0,0.2,0.8,0.0,1.0,0.49,0.39,0.1,0.49,0.83,0.28,0.0,0.55,0.0,0.6,0.15,0.3
4,14,21,0.25,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
4,15,8,2.8,0.18,0.4,0.0,0.0,0.2,0.4,0.4,0.2,0.29,0.1,0.2,0.28,0.0,0.0,0.28,0.0,0.15,0.15,0.15
4,15,9,20.8,1.3,3.19,0.0,1.0,0.8,2.4,3.19,0.68,0.78,0.59,0.88,2.21,1.93,0.83,2.21,0.0,0.6,0.45,2.25
4,15,10,58.35,3.65,7.79,0.0,4.39,1.6,3.19,7.79,2.25,4.01,1.17,4.89,5.24,4.14,2.21,6.07,0.0,5.85,1.35,4.2
4,15,11,92.15,5.76,11.38,0.0,3.99,0.6,10.38,11.38,3.91,4.4,1.86,9.0,9.1,5.51,4.69,9.93,0.0,6.15,5.4,5.85
4,15,12,132.28,8.27,13.58,0.0,2.99,6.39,11.38,13.58,8.41,12.23,3.91,11.93,10.75,11.58,7.17,11.86,0.0,8.85,4.35,6.9
4,15,13,149.77,9.36,15.57,0.0,2.8,4.39,15.57,14.37,10.08,8.12,8.9,13.4,13.24,11.58,11.86,12.96,0.0,9.45,5.55,7.5
4,15,14,163.57,10.22,14.97,0.0,5.79,4.99,14.97,14.97,11.45,8.61,6.26,13.79,12.13,12.96,13.51,13.24,0.0,12.3,11.25,7.35
4,15,15,151.07,9.44,15.44,0.0,3.39,5.19,7.59,14.57,11.25,10.17,7.24,14.58,11.58,15.44,13.24,12.68,0.0,9.9,7.35,6.9
4,15,16,146.28,9.14,13.7,0.0,9.18,7.79,8.78,12.98,9.68,9.98,4.5,13.7,13.24,11.86,11.58,11.86,0.0,8.7,6.3,6.15
4,15,17,113.11,7.07,12.23,0.0,7.39,3.99,10.98,10.38,9.49,4.99,3.03,12.23,11.31,6.62,9.65,9.1,0.0,5.1,3.9,4.95
4,15,18,85.43,5.34,9.29,0.0,7.19,5.39,8.19,7.19,8.41,4.21,2.74,9.29,8.0,4.69,6.07,5.51,0.0,3.6,2.25,2.7
4,15,19,40.47,2.53,4.6,0.0,3.99,0.8,3.39,3.79,4.4,1.27,2.35,4.6,3.86,3.58,2.21,2.48,0.0,1.5,1.2,1.05
4,15,20,8.8,0.55,1.08,0.0,0.8,0.4,0.6,0.8,0.49,0.59,1.08,0.49,0.55,0.55,0.55,0.55,0.0,0.6,0.45,0.3
4,15,21,0.2,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,8,4.19,0.26,0.6,0.0,0.4,0.0,0.2,0.2,0.39,0.2,0.29,0.2,0.28,0.0,0.55,0.28,0.0,0.0,0.6,0.6
4,16,9,30.59,1.91,3.9,0.0,3.39,0.2,2.4,3.39,1.47,0.88,0.98,0.98,2.21,1.38,1.65,2.21,0.0,1.8,3.9,3.75
4,16,10,75.1,4.69,7.95,0.0,7.39,0.0,6.79,7.19,3.91,2.54,4.79,4.79,5.79,1.38,3.31,6.07,0.0,5.7,7.95,7.5
4,16,11,123.28,7.71,11.78,0.0,10.78,0.4,11.78,10.58,9.0,4.89,8.71,8.9,9.1,2.48,5.51,9.65,0.0,9.9,11.1,10.5
4,16,12,150.4,9.4,14.37,0.0,13.98,2.6,14.37,12.98,12.23,4.5,11.84,11.74,11.86,3.03,7.44,11.58,0.0,6.6,13.2,12.45
4,16,13,175.23,10.95,16.17,0.0,14.57,9.58,16.17,14.17,14.38,6.16,13.7,13.01,13.51,4.96,11.31,12.96,0.0,3.3,14.25,13.2
4,16,14,190.06,11.88,16.57,0.0,13.78,13.18,16.57,14.57,13.4,8.41,13.21,13.4,14.34,11.03,11.03,13.24,0.0,6.75,14.25,12.9
4,16,15,187.05,11.69,15.57,0.0,13.58,9.98,15.57,13.98,13.4,7.43,14.77,12.33,14.34,12.13,12.68,12.96,0.0,7.95,13.95,12.0
4,16,16,175.52,10.97,14.09,0.0,12.98,6.39,13.98,12.78,12.91,6.85,14.09,13.01,13.24,12.13,10.48,11.58,0.0,11.4,13.2,10.5
4,16,17,133.92,8.37,12.62,0.0,10.38,8.58,11.58,10.38,8.9,3.91,12.62,11.74,11.31,7.44,4.41,8.82,0.0,5.7,9.9,8.25
4,16,18,84.61,5.29,9.78,0.0,5.39,3.59,7.39,7.39,5.67,2.35,9.78,8.9,8.0,4.41,3.03,5.51,0.0,2.55,5.7,4.95
4,16,19,41.27,2.58,4.6,0.0,3.39,0.8,4.19,3.59,3.33,2.15,4.6,4.6,3.31,1.93,1.65,2.48,0.0,1.2,2.1,1.95
4,16,20,7.83,0.49,0.75,0.0,0.6,0.2,0.6,0.6,0.68,0.39,0.59,0.59,0.55,0.55,0.55,0.28,0.0,0.75,0.45,0.45
4,17,8,6.19,0.39,0.9,0.0,0.2,0.0,0.4,0.6,0.1,0.39,0.2,0.39,0.55,0.28,0.28,0.55,0.0,0.9,0.45,0.9
4,17,9,34.38,2.15,4.2,0.0,2.0,1.0,3.79,3.19,0.39,1.37,1.08,1.27,1.65,1.1,2.76,2.48,0.0,4.05,4.2,4.05
4,17,10,76.46,4.78,8.58,0.0,2.99,3.19,8.58,6.79,1.08,4.11,5.09,4.7,3.58,2.21,6.62,6.07,0.0,5.55,8.55,7.35
4,17,11,112.95,7.06,12.38,0.0,2.4,6.59,12.38,8.78,1.86,8.51,9.2,7.92,3.31,3.58,8.27,9.1,0.0,9.6,12.0,9.45
4,17,12,140.5,8.78,14.97,0.0,1.8,3.19,14.97,11.98,2.54,10.76,12.23,10.66,6.07,5.79,11.31,10.2,0.0,13.95,13.8,11.25
4,17,13,161.07,10.07,16.17,0.0,1.0,9.58,16.17,12.98,2.74,11.35,13.89,12.33,6.07,8.82,13.51,12.13,0.0,13.2,14.7,12.6
4,17,14,164.57,10.29,16.17,0.0,1.0,12.58,16.17,12.78,1.76,11.54,14.09,14.67,2.76,9.93,14.06,10.48,0.0,15.0,14.55,13.2
4,17,15,161.89,10.12,15.57,0.0,1.0,8.58,15.57,12.98,3.82,12.33,14.09,14.38,2.76,12.41,13.79,11.03,0.0,14.4,13.65,11.1
4,17,16,140.65,8.79,13.7,0.0,1.2,5.79,12.98,10.98,3.42,12.72,13.7,12.52,2.48,9.93,12.13,9.65,0.0,11.7,12.15,9.3
4,17,17,122.71,7.67,12.33,0.0,1.2,5.19,10.58,9.98,4.3,12.33,12.33,11.93,1.1,8.82,9.65,8.0,0.0,9.6,9.6,8.1
4,17,18,85.65,5.35,9.59,0.0,1.2,5.99,8.19,6.39,2.45,8.61,9.39,9.59,0.55,6.34,6.34,4.41,0.0,5.25,5.7,5.25
4,17,19,41.74,2.61,4.89,0.0,0.8,1.2,3.99,3.59,2.05,4.89,4.6,4.79,0.83,3.58,2.76,2.21,0.0,2.25,2.1,2.1
4,17,20,8.21,0.51,0.83,0.0,0.2,0.4,0.6,0.8,0.59,0.49,0.68,0.59,0.55,0.83,0.28,0.55,0.0,0.6,0.6,0.45
4,18,8,6.14,0.38,0.83,0.0,0.2,0.4,0.6,0.6,0.29,0.39,0.2,0.29,0.28,0.28,0.83,0.28,0.0,0.6,0.45,0.45
4,18,9,38.0,2.37,4.35,0.0,2.6,3.59,3.59,2.4,1.37,1.86,0.98,1.47,2.21,2.21,2.76,2.76,0.0,4.35,3.3,2.55
4,18,10,91.1,5.69,8.1,0.0,6.19,7.59,7.19,6.39,5.09,4.89,3.62,4.4,5.79,4.14,6.62,5.79,0.0,8.1,7.5,7.8
4,18,11,137.45,8.59,12.38,0.0,6.79,10.38,12.38,11.18,4.99,9.1,9.1,6.26,8.55,4.96,9.93,9.93,0.0,11.4,11.4,11.1
4,18,12,157.23,9.83,13.58,0.0,9.58,10.78,13.58,13.38,8.8,7.73,12.03,7.53,2.76,6.89,12.41,11.86,0.0,13.2,13.5,13.2
4,18,13,182.72,11.42,14.77,0.0,11.98,14.57,14.37,14.77,13.79,12.03,13.5,10.96,1.1,8.55,13.24,13.51,0.0,11.85,14.25,14.25
4,18,14,185.17,11.57,15.17,0.0,8.19,14.37,15.17,15.17,12.52,8.22,14.28,13.11,1.65,13.51,13.79,13.79,0.0,12.6,14.55,14.25
4,18,15,175.36,10.96,14.97,0.0,3.39,13.78,14.17,14.97,11.45,10.86,14.38,12.23,2.76,13.24,13.24,13.24,0.0,10.35,13.8,13.5
4,18,16,173.95,10.87,13.79,0.0,11.38,11.58,13.18,11.98,13.5,5.09,13.79,12.82,11.03,9.93,12.41,11.86,0.0,11.1,12.3,12.0
4,18,17,141.99,8.87,12.23,0.0,4.59,10.58,11.58,7.99,10.96,12.03,12.23,11.54,5.51,10.75,9.65,9.38,0.0,6.45,9.6,9.15
4,18,18,93.56,5.85,9.78,0.0,1.4,7.99,6.39,3.79,8.22,9.78,9.2,9.78,4.69,6.07,6.34,5.51,0.0,3.3,5.7,5.4
4,18,19,43.8,2.74,4.7,0.0,0.2,3.79,3.19,2.0,3.82,4.7,4.3,4.3,2.76,3.03,2.48,2.48,0.0,2.55,2.1,2.1
4,18,20,7.38,0.46,0.78,0.0,0.2,0.4,0.4,0.6,0.49,0.49,0.78,0.68,0.28,0.28,0.55,0.28,0.0,0.6,0.6,0.75
4,18,21,0.2,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,8,6.86,0.43,0.75,0.0,0.2,0.4,0.2,0.2,0.39,0.49,0.39,0.29,0.55,0.55,0.55,0.55,0.0,0.75,0.75,0.6
4,19,9,34.31,2.14,4.5,0.0,0.6,2.2,1.6,1.4,0.78,2.25,1.57,1.27,2.21,2.21,3.31,2.76,0.0,4.35,4.5,3.3
4,19,10,78.56,4.91,7.95,0.0,3.39,4.99,5.39,2.6,1.66,5.09,4.99,4.21,6.07,5.51,6.62,6.89,0.0,7.65,7.95,5.55
4,19,11,118.38,7.4,11.38,0.0,4.19,5.19,11.38,3.59,4.21,7.14,8.61,8.02,9.38,8.82,9.65,10.75,0.0,7.05,10.35,10.05
4,19,12,161.91,10.12,13.5,0.0,8.19,7.19,13.18,9.58,6.85,10.27,11.93,10.66,11.58,11.58,12.41,13.24,0.0,8.25,13.5,13.5
4,19,13,173.97,10.87,14.97,0.0,10.58,8.58,14.97,4.59,6.55,11.45,14.28,11.93,9.93,13.51,13.79,14.06,0.0,10.65,14.4,14.7
4,19,14,179.7,11.23,15.07,0.0,11.98,9.98,13.78,6.19,7.43,9.39,15.07,14.97,11.58,12.68,14.34,14.06,0.0,9.15,14.4,14.7
4,19,15,165.73,10.36,15.46,0.0,9.58,10.98,11.38,9.18,1.17,10.96,15.36,15.46,5.24,9.93,14.06,12.68,0.0,11.85,13.95,13.95
4,19,16,152.97,9.56,14.58,0.0,10.58,8.39,10.38,10.38,3.72,10.76,14.58,13.89,5.79,11.86,12.41,11.58,0.0,5.7,10.8,12.15
4,19,17,127.72,7.98,12.72,0.0,9.18,7.39,9.78,10.18,5.77,7.73,12.72,11.74,1.65,10.2,9.93,9.1,0.0,5.85,7.2,9.3
4,19,18,99.58,6.22,9.78,0.0,4.39,8.58,6.79,8.58,8.51,5.87,7.14,9.78,2.21,8.0,6.34,5.24,0.0,6.3,6.3,5.55
4,19,19,43.89,2.74,4.89,0.0,2.99,3.79,3.39,2.0,4.89,2.74,3.33,4.89,1.65,3.58,2.76,2.48,0.0,1.65,1.65,2.1
4,19,20,8.69,0.54,0.88,0.0,0.4,0.6,0.4,0.8,0.59,0.49,0.88,0.68,0.55,0.55,0.55,0.55,0.0,0.45,0.6,0.6
4,20,8,7.26,0.45,0.75,0.0,0.4,0.6,0.2,0.4,0.29,0.39,0.39,0.59,0.55,0.55,0.55,0.55,0.0,0.6,0.45,0.75
4,20,9,34.66,2.17,4.2,0.0,3.59,1.6,1.4,3.59,0.98,1.76,1.96,1.17,1.93,2.21,3.31,2.76,0.0,2.25,1.95,4.2
4,20,10,68.91,4.31,7.99,0.0,7.59,3.79,3.39,7.99,4.11,1.96,2.05,5.38,2.48,4.96,4.69,7.17,0.0,2.25,3.3,7.8
4,20,11,112.89,7.06,11.85,0.0,11.38,8.58,6.39,10.78,7.63,2.93,5.18,10.08,4.41,5.51,6.34,11.03,0.0,3.45,7.35,11.85
4,20,12,132.31,8.27,13.98,0.0,13.98,11.18,4.39,12.58,11.45,2.74,3.82,13.11,6.89,5.51,8.82,13.24,0.0,2.7,9.6,12.3
4,20,13,147.77,9.24,15.46,0.0,15.37,7.79,6.99,14.17,13.4,1.37,9.1,15.46,8.0,7.44,8.27,14.61,0.0,1.5,10.05,14.25
4,20,14,160.73,10.05,15.97,0.0,15.97,8.19,4.39,13.58,14.28,6.46,9.98,14.87,8.55,7.72,10.75,14.34,0.0,5.4,11.7,14.55
4,20,15,154.44,9.65,15.46,0.0,15.37,4.59,6.19,9.58,14.28,8.41,12.23,15.46,6.07,4.69,12.13,13.79,0.0,9.3,8.4,13.95
4,20,16,140.21,8.76,14.87,0.0,13.78,1.0,10.98,8.19,13.4,6.55,9.1,14.87,6.07,3.03,10.48,11.86,0.0,6.75,12.0,12.15
4,20,17,121.97,7.62,12.82,0.0,11.18,2.4,8.58,9.18,11.54,8.71,7.43,12.82,5.51,3.58,6.89,9.1,0.0,7.05,8.7,9.3
4,20,18,80.42,5.03,8.9,0.0,7.79,1.6,2.99,4.99,8.51,6.85,5.58,8.9,4.96,0.83,5.51,4.96,0.0,5.55,5.55,5.85
4,20,19,41.33,2.58,5.18,0.0,3.79,0.6,4.59,2.6,4.11,2.45,1.96,5.18,1.93,3.03,2.76,2.48,0.0,1.95,1.8,2.1
4,20,20,8.64,0.54,0.8,0.0,0.8,0.2,0.4,0.8,0.78,0.49,0.49,0.68,0.55,0.55,0.55,0.55,0.0,0.6,0.6,0.6
4,20,21,0.25,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
4,21,7,0.2,0.01,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,21,8,6.2,0.39,0.8,0.0,0.4,0.8,0.2,0.4,0.49,0.39,0.29,0.1,0.55,0.55,0.28,0.55,0.0,0.75,0.3,0.15
4,21,9,29.74,1.86,4.2,0.0,3.59,1.4,0.8,2.2,1.76,1.17,1.37,0.88,2.48,1.93,2.48,2.48,0.0,4.2,2.4,0.6
4,21,10,78.38,4.9,8.55,0.0,7.99,2.99,2.4,6.99,4.89,4.6,4.21,4.5,5.79,4.41,4.14,7.17,0.0,8.55,6.75,3.0
4,21,11,114.68,7.17,11.78,0.0,11.78,4.79,5.79,10.98,8.9,5.87,6.26,3.62,9.38,7.44,7.72,8.0,0.0,8.55,10.5,5.1
4,21,12,130.18,8.14,14.57,0.0,14.57,6.19,4.59,12.18,11.93,10.27,5.38,9.0,11.86,7.72,8.27,8.27,0.0,7.65,6.45,5.85
4,21,13,146.64,9.17,15.97,0.0,15.97,5.59,7.39,11.78,13.79,12.72,5.18,7.83,13.51,10.48,12.41,6.89,0.0,10.2,7.65,5.25
4,21,14,122.83,7.68,15.77,0.0,15.77,9.78,4.39,7.79,14.38,8.32,5.09,5.58,13.79,11.03,6.62,4.69,0.0,6.15,5.1,4.35
4,21,15,122.35,7.65,13.78,0.0,13.78,7.39,10.18,3.79,11.93,8.12,4.6,7.83,12.96,13.51,7.17,4.14,0.0,5.7,3.3,7.95
4,21,16,109.48,6.84,13.5,0.0,11.18,8.19,4.19,4.99,13.5,10.47,1.76,4.89,8.27,12.41,6.34,6.34,0.0,8.55,2.25,6.15
4,21,17,87.33,5.46,12.33,0.0,5.79,5.19,2.6,5.39,12.33,8.41,1.47,5.09,4.96,10.75,6.62,3.58,0.0,6.15,1.95,7.05
4,21,18,53.2,3.33,9.39,0.0,2.2,2.8,1.2,3.39,9.39,4.7,1.37,3.03,3.58,7.17,3.31,2.21,0.0,3.45,1.05,4.35
4,21,19,33.03,2.06,4.7,0.0,2.99,2.4,0.0,2.6,4.7,2.05,2.25,1.76,4.14,3.31,0.83,1.65,0.0,1.8,0.45,2.1
4,21,20,8.39,0.52,0.9,0.0,0.6,0.8,0.0,0.4,0.68,0.68,0.49,0.59,0.55,0.55,0.55,0.55,0.0,0.9,0.3,0.75
4,22,8,6.17,0.39,0.9,0.0,0.2,0.4,0.2,0.2,0.39,0.59,0.68,0.2,0.55,0.55,0.28,0.28,0.0,0.9,0.6,0.15
4,22,9,32.23,2.01,4.5,0.0,3.59,3.39,1.8,0.2,1.76,1.76,1.17,0.59,2.48,2.48,2.48,1.38,0.0,4.5,4.2,0.45
4,22,10,69.86,4.37,8.19,0.0,8.19,8.19,3.59,0.4,4.21,5.67,5.18,0.88,5.79,5.79,4.69,3.03,0.0,6.15,7.2,0.9
4,22,11,108.09,6.76,11.7,0.0,11.38,7.39,3.79,2.4,9.1,7.43,9.39,3.13,9.38,8.82,8.0,3.58,0.0,9.9,11.7,2.7
4,22,12,135.8,8.49,13.5,0.0,11.78,5.99,7.99,7.39,12.33,10.08,10.96,3.91,11.58,10.75,12.41,3.03,0.0,12.15,13.5,1.95
4,22,13,156.81,9.8,14.25,0.0,12.58,11.38,12.58,5.99,11.35,10.47,11.64,4.01,12.96,12.41,13.24,9.1,0.0,11.4,14.25,3.45
4,22,14,168.68,10.54,14.7,0.0,11.38,8.78,14.57,5.39,13.79,10.96,8.9,11.45,14.61,13.24,13.24,7.72,0.0,10.8,14.7,9.15
4,22,15,158.34,9.9,14.97,0.0,9.78,13.18,14.97,2.99,13.11,7.83,8.9,9.98,13.79,12.96,14.06,4.69,0.0,11.55,13.8,6.75
4,22,16,127.57,7.97,12.96,0.0,8.78,6.59,10.58,2.8,8.51,8.71,9.78,3.62,11.31,11.58,12.96,9.1,0.0,10.35,10.95,1.95
4,22,17,104.63,6.54,11.03,0.0,4.19,6.39,10.38,2.6,4.6,8.02,9.98,2.35,9.65,11.03,9.65,5.24,0.0,9.15,7.65,3.75
4,22,18,72.33,4.52,7.59,0.0,2.8,3.19,7.59,1.6,4.79,5.67,7.43,3.03,7.44,6.62,4.69,2.48,0.0,5.7,5.55,3.75
4,22,19,34.84,2.18,3.91,0.0,0.8,3.19,3.79,1.6,1.66,3.91,2.35,1.37,3.03,3.58,3.03,0.83,0.0,1.95,2.25,1.5
4,22,20,9.6,0.6,1.0,0.0,0.4,0.6,1.0,1.0,0.49,0.68,0.88,0.39,0.55,0.83,0.55,0.28,0.0,0.6,0.75,0.6
4,22,21,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,23,7,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
4,23,8,6.31,0.39,0.9,0.0,0.2,0.4,0.2,0.0,0.0,0.59,0.2,0.29,0.55,0.83,0.55,0.55,0.0,0.9,0.15,0.9
4,23,9,33.14,2.07,3.9,0.0,2.2,3.59,1.8,1.4,1.08,1.76,1.27,1.47,2.76,3.03,1.65,3.03,0.0,2.55,1.65,3.9
4,23,10,64.68,4.04,8.4,0.0,1.8,7.99,3.99,2.8,2.64,3.03,2.64,4.99,6.34,5.24,2.48,4.69,0.0,5.25,2.4,8.4
4,23,11,80.73,5.05,11.18,0.0,4.79,11.18,3.39,4.79,2.35,3.13,5.87,3.42,9.65,7.72,3.58,3.31,0.0,4.5,4.95,8.1
4,23,12,109.48,6.84,12.38,0.0,7.39,12.38,2.6,6.19,8.41,5.09,3.13,7.24,9.93,10.48,6.07,7.17,0.0,8.7,6.15,8.55
4,23,13,141.06,8.82,15.0,0.0,8.19,13.78,3.59,8.78,13.79,8.22,2.25,13.6,11.58,11.86,9.38,6.34,0.0,12.9,1.8,15.0
4,23,14,144.22,9.01,15.0,0.0,3.59,14.37,3.39,7.99,12.62,13.6,2.54,10.37,10.48,13.24,9.65,11.03,0.0,13.05,3.3,15.0
4,23,15,131.74,8.23,13.24,0.0,3.39,11.78,1.4,8.58,11.05,11.93,2.84,10.47,11.03,13.24,12.96,6.07,0.0,12.75,4.8,9.45
4,23,16,127.09,7.94,12.91,0.0,3.39,9.18,2.99,9.58,8.32,12.91,1.96,12.03,10.48,10.2,11.58,8.82,0.0,11.4,2.85,11.4
4,23,17,109.07,6.82,13.4,0.0,4.39,6.39,1.0,8.58,13.3,9.59,1.66,13.4,10.48,8.27,10.2,4.41,0.0,6.9,1.35,9.15
4,23,18,76.84,4.8,9.68,0.0,3.39,5.99,1.6,6.59,9.68,4.89,1.96,8.8,5.79,6.07,6.07,5.51,0.0,4.05,0.6,5.85
4,23,19,40.94,2.56,4.4,0.0,1.6,3.79,3.19,2.6,4.4,3.72,1.27,3.33,4.14,3.31,3.03,2.21,0.0,2.1,0.3,1.95
4,23,20,10.35,0.65,1.27,0.0,0.8,0.6,0.6,0.8,0.88,0.68,1.27,0.59,1.1,0.55,0.55,0.28,0.0,0.45,0.6,0.6
4,23,21,0.55,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15
4,24,7,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
4,24,8,7.53,0.47,0.9,0.0,0.0,0.8,0.6,0.4,0.2,0.59,0.49,0.39,0.28,0.55,0.28,0.55,0.0,0.9,0.6,0.9
4,24,9,27.84,1.74,4.2,0.0,0.6,2.8,0.6,2.2,1.08,1.76,1.08,1.27,1.1,2.76,0.83,2.76,0.0,3.9,0.9,4.2
4,24,10,68.89,4.31,8.4,0.0,2.0,4.19,2.6,5.19,4.79,4.79,2.54,5.97,4.14,4.96,2.48,6.34,0.0,7.65,2.85,8.4
4,24,11,110.62,6.91,11.7,0.0,4.19,5.19,7.39,11.58,4.5,9.1,3.33,8.61,7.17,7.17,4.14,10.2,0.0,11.1,5.25,11.7
4,24,12,134.67,8.42,13.2,0.0,5.19,9.38,5.59,11.18,4.4,11.93,6.26,9.39,7.17,8.0,12.96,6.62,0.0,12.6,10.8,13.2
4,24,13,133.95,8.37,14.4,0.0,2.4,10.18,4.79,12.98,7.73,13.6,8.8,3.91,5.79,11.03,6.34,9.65,0.0,13.35,9.0,14.4
4,24,14,157.64,9.85,14.7,0.0,2.2,9.78,4.59,13.38,14.38,14.18,11.15,6.65,6.89,11.58,12.13,11.58,0.0,12.75,11.7,14.7
4,24,15,146.76,9.17,14.1,0.0,4.79,5.99,5.19,5.39,9.68,14.09,14.09,8.12,9.38,12.41,10.2,11.58,0.0,11.1,10.65,14.1
4,24,16,124.23,7.76,12.33,0.0,2.8,9.58,6.99,7.39,2.84,12.33,11.25,2.93,5.51,10.2,10.2,11.31,0.0,7.95,11.1,11.85
4,24,17,84.7,5.29,10.75,0.0,2.0,2.2,3.79,4.99,4.01,10.08,9.78,2.84,3.03,8.82,10.75,4.41,0.0,4.35,5.85,7.8
4,24,18,62.57,3.91,8.19,0.0,1.2,1.6,2.4,8.19,1.96,7.53,4.4,3.03,2.76,3.86,6.07,6.07,0.0,4.8,3.45,5.25
4,24,19,35.68,2.23,5.09,0.0,0.2,1.6,1.2,3.99,0.78,4.79,1.96,5.09,1.65,1.93,3.86,2.48,0.0,2.4,2.25,1.5
4,24,20,9.68,0.61,1.1,0.0,0.2,0.0,0.2,1.0,0.68,0.98,0.98,0.78,0.28,0.83,1.1,0.55,0.0,0.6,0.9,0.6
4,24,21,0.45,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
4,25,8,6.89,0.43,0.9,0.0,0.2,0.0,0.2,0.6,0.29,0.59,0.49,0.49,0.55,0.0,0.55,0.83,0.0,0.9,0.45,0.75
4,25,9,31.41,1.96,4.35,0.0,1.6,0.4,0.6,2.6,1.76,1.47,2.15,1.96,2.21,0.0,3.58,3.03,0.0,3.3,4.35,2.4
4,25,10,67.74,4.23,7.2,0.0,0.6,1.6,3.39,4.79,5.67,4.11,4.21,3.82,5.24,1.93,5.24,6.89,0.0,6.15,7.2,6.9
4,25,11,109.81,6.86,11.58,0.0,3.99,2.0,1.6,11.58,7.04,8.41,9.78,7.73,4.69,4.41,8.55,10.48,0.0,10.35,8.1,11.1
4,25,12,125.27,7.83,12.68,0.0,7.59,1.2,6.99,11.38,7.34,10.86,5.58,7.83,7.17,3.58,6.62,12.68,0.0,12.6,11.85,12.0
4,25,13,141.15,8.82,14.06,0.0,12.38,1.2,5.39,9.18,12.52,13.6,2.93,11.05,11.03,4.69,6.07,14.06,0.0,11.85,12.75,12.45
4,25,14,154.42,9.65,15.16,0.0,6.79,1.6,7.19,11.58,10.47,14.09,13.01,15.16,13.51,4.41,7.17,14.34,0.0,12.15,8.4,14.55
4,25,15,155.55,9.72,14.67,0.0,4.99,1.2,7.19,14.37,12.33,14.18,14.67,13.21,14.06,2.76,12.68,14.06,0.0,9.45,7.35,13.05
4,25,16,139.75,8.73,14.48,0.0,6.99,0.8,5.99,8.98,10.27,12.33,13.99,14.48,11.03,3.03,10.48,12.13,0.0,9.6,8.1,11.55
4,25,17,111.13,6.95,12.52,0.0,4.19,1.4,4.79,5.19,7.83,10.66,11.84,12.52,8.55,1.93,9.93,9.65,0.0,9.15,4.35,9.15
4,25,18,81.94,5.12,9.59,0.0,2.6,0.8,2.2,4.19,7.04,8.61,9.1,9.59,8.0,1.38,5.79,5.24,0.0,5.7,6.15,5.55
4,25,19,39.94,2.5,5.09,0.0,1.0,0.4,0.6,4.19,3.33,4.6,4.21,5.09,3.58,0.55,3.03,2.76,0.0,2.1,2.4,2.1
4,25,20,7.88,0.49,0.88,0.0,0.0,0.2,0.2,0.4,0.88,0.78,0.88,0.68,0.55,0.28,0.55,0.83,0.0,0.45,0.75,0.45
